StockID,Company,Symbol,Weight
351,Healthpeak Properties Inc.,PEAK,0.0502
352,Akamai Technologies Inc.,AKAM,0.049797
353,NVR Inc.,NVR,0.049457
354,Hess Corporation,HES,0.049422
355,Expeditors International of Washington Inc.,EXPD,0.049269
356,Gartner Inc.,IT,0.049218
357,Ingersoll Rand Inc.,IR,0.049204000000000005
358,Nasdaq Inc.,NDAQ,0.049132999999999996
359,Monolithic Power Systems Inc.,MPWR,0.049019
360,CMS Energy Corporation,CMS,0.048652999999999995
361,Seagate Technology PLC,STX,0.048641000000000004
362,Varian Medical Systems Inc.,VAR,0.048487999999999996
363,Mid-America Apartment Communities Inc.,MAA,0.047566000000000004
364,Incyte Corporation,INCY,0.047306
365,NetApp Inc.,NTAP,0.047025
366,STERIS Plc,STE,0.047008
367,Celanese Corporation,CE,0.046757
368,AmerisourceBergen Corporation,ABC,0.046609
369,Duke Realty Corporation,DRE,0.046599
370,Carnival Corporation,CCL,0.046173
371,Baker Hughes Company Class A,BKR,0.046011
372,Cardinal Health Inc.,CAH,0.045862
373,Domino's Pizza Inc.,DPZ,0.045683999999999995
374,IDEX Corporation,IEX,0.045594
375,Extra Space Storage Inc.,EXR,0.045522
376,Jacobs Engineering Group Inc.,J,0.044885
377,ABIOMED Inc.,ABMD,0.044726999999999996
378,Eastman Chemical Company,EMN,0.04459
379,Avery Dennison Corporation,AVY,0.044552999999999995
380,MGM Resorts International,MGM,0.04439
381,Huntington Bancshares Incorporated,HBAN,0.044299
382,Kellogg Company,K,0.043982
383,Leidos Holdings Inc.,LDOS,0.043458
384,Westinghouse Air Brake Technologies Corporation,WAB,0.043412
385,Masco Corporation,MAS,0.04333
386,Genuine Parts Company,GPC,0.04318
387,Teledyne Technologies Incorporated,TDY,0.043123
388,Bio-Rad Laboratories Inc. Class A,BIO,0.042952
389,Omnicom Group Inc,OMC,0.042917000000000004
390,Brown-Forman Corporation Class B,BF.B,0.042267
391,FMC Corporation,FMC,0.042104
392,Raymond James Financial Inc.,RJF,0.041912
393,Cincinnati Financial Corporation,CINF,0.041679
394,Principal Financial Group Inc.,PFG,0.041676
395,Pool Corporation,POOL,0.040893
396,Hormel Foods Corporation,HRL,0.040812
397,Boston Properties Inc.,BXP,0.040163
398,J.M. Smucker Company,SJM,0.039573000000000004
399,PulteGroup Inc.,PHM,0.039164
400,F5 Networks Inc.,FFIV,0.039062
401,United Airlines Holdings Inc.,UAL,0.038745999999999996
402,NortonLifeLock Inc.,NLOK,0.038294
403,Packaging Corporation of America,PKG,0.038060000000000004
404,UDR Inc.,UDR,0.037897
405,Whirlpool Corporation,WHR,0.037683999999999995
406,Royal Caribbean Group,RCL,0.037623000000000004
407,Fortune Brands Home & Security Inc.,FBHS,0.037613
408,C.H. Robinson Worldwide Inc.,CHRW,0.037402
409,J.B. Hunt Transport Services Inc.,JBHT,0.037314
410,Evergy Inc.,EVRG,0.037205
411,DENTSPLY SIRONA Inc.,XRAY,0.036454
412,Alliant Energy Corp,LNT,0.036314
413,Live Nation Entertainment Inc.,LYV,0.036269
414,Discovery Inc. Class C,DISCK,0.036223000000000005
415,Devon Energy Corporation,DVN,0.035532999999999995
416,Hasbro Inc.,HAS,0.035129
417,CenterPoint Energy Inc.,CNP,0.035099
418,Textron Inc.,TXT,0.035095999999999995
419,Lumen Technologies Inc.,LUMN,0.035049000000000004
420,WestRock Company,WRK,0.034988
421,Wynn Resorts Limited,WYNN,0.034479
422,Atmos Energy Corporation,ATO,0.034306
423,Loews Corporation,L,0.034229
424,Lamb Weston Holdings Inc.,LW,0.034026
425,Jack Henry & Associates Inc.,JKHY,0.033496
426,Howmet Aerospace Inc.,HWM,0.033255
427,L Brands Inc.,LB,0.033216
428,Fox Corporation Class A,FOXA,0.033147
429,Diamondback Energy Inc.,FANG,0.032902
430,Allegion PLC,ALLE,0.032802
431,Quanta Services Inc.,PWR,0.032582
432,Tapestry Inc.,TPR,0.032021
433,American Airlines Group Inc.,AAL,0.031783
434,NRG Energy Inc.,NRG,0.031674
435,Host Hotels & Resorts Inc.,HST,0.031667
436,Advance Auto Parts Inc.,AAP,0.031244
437,LKQ Corporation,LKQ,0.03115
438,Snap-on Incorporated,SNA,0.031027999999999997
439,BorgWarner Inc.,BWA,0.030938
440,Mohawk Industries Inc.,MHK,0.030476999999999997
441,Mosaic Company,MOS,0.030425
442,Universal Health Services Inc. Class B,UHS,0.030275
443,Henry Schein Inc.,HSIC,0.029885000000000002
444,Western Union Company,WU,0.029718
445,Everest Re Group Ltd.,RE,0.029314999999999997
446,Cboe Global Markets Inc,CBOE,0.029099
447,Interpublic Group of Companies Inc.,IPG,0.028947000000000004
448,W. R. Berkley Corporation,WRB,0.028798
449,Iron Mountain Inc.,IRM,0.028782
450,Lincoln National Corporation,LNC,0.028658
451,CF Industries Holdings Inc.,CF,0.028594
452,Campbell Soup Company,CPB,0.028527999999999998
453,News Corporation Class A,NWSA,0.027944
454,Newell Brands Inc,NWL,0.027524
455,Globe Life Inc.,GL,0.027277
456,IPG Photonics Corporation,IPGP,0.027195
457,Pentair plc,PNR,0.026882
458,Comerica Incorporated,CMA,0.026095
459,NiSource Inc,NI,0.026037
460,Pinnacle West Capital Corporation,PNW,0.025854000000000002
461,Invesco Ltd.,IVZ,0.025710000000000004
462,Nielsen Holdings Plc,NLSN,0.025602
463,Robert Half International Inc.,RHI,0.025361
464,Juniper Networks Inc.,JNPR,0.025071
465,Rollins Inc.,ROL,0.025058
466,Regency Centers Corporation,REG,0.025002
467,Molson Coors Beverage Company Class B,TAP,0.02495
468,A. O. Smith Corporation,AOS,0.024618
469,Zions Bancorporation N.A.,ZION,0.024502
470,Kimco Realty Corporation,KIM,0.023521
471,DaVita Inc.,DVA,0.023383
472,DISH Network Corporation Class A,DISH,0.02335
473,Discovery Inc. Class A,DISCA,0.02311
474,Assurant Inc.,AIZ,0.022919
475,Franklin Resources Inc.,BEN,0.022695
476,Norwegian Cruise Line Holdings Ltd.,NCLH,0.022389
477,Cabot Oil & Gas Corporation,COG,0.021878
478,FLIR Systems Inc.,FLIR,0.021594
479,Huntington Ingalls Industries Inc.,HII,0.021523
480,Alaska Air Group Inc.,ALK,0.021481999999999998
481,Marathon Oil Corporation,MRO,0.021371
482,Federal Realty Investment Trust,FRT,0.021262
483,Sealed Air Corporation,SEE,0.020647
484,PVH Corp.,PVH,0.020628999999999998
485,Apache Corporation,APA,0.019913999999999998
486,DXC Technology Co.,DXC,0.019801
487,Hanesbrands Inc.,HBI,0.019459
488,People's United Financial Inc.,PBCT,0.019426
489,Perrigo Co. Plc,PRGO,0.01853
490,Vornado Realty Trust,VNO,0.018172999999999998
491,Leggett & Platt Incorporated,LEG,0.016926
492,NOV Inc.,NOV,0.016322
493,Ralph Lauren Corporation Class A,RL,0.01612
494,Flowserve Corporation,FLS,0.015638
495,Unum Group,UNM,0.015206
496,Fox Corporation Class B,FOX,0.014686000000000001
497,Gap Inc.,GPS,0.01434
498,HollyFrontier Corporation,HFC,0.014272
499,SL Green Realty Corp.,SLG,0.014218000000000001
500,Vontier Corp,VNT,0.013771
501,Under Armour Inc. Class A,UAA,0.012652
502,Xerox Holdings Corporation,XRX,0.011926
503,Under Armour Inc. Class C,UA,0.011056999999999999
504,News Corporation Class B,NWS,0.00863
